# TIPO,LOGRADOURO,BAIRRO,CIDADE
PRACA,MERCIA RODRIGUES,SION,BELO HORIZONTE
RUA,MERCIA WANDERLEY LARA,MANTIQUEIRA,BELO HORIZONTE
RUA,MERCURIO,SANTA LUCIA,BELO HORIZONTE
RUA,MERCURIO,SATELITE,BELO HORIZONTE
RUA,MERE GABRIELLE,CALIFORNIA,BELO HORIZONTE
RUA,MERIDIONAL,SERRANO,BELO HORIZONTE
RUA,MESBLA,URCA,BELO HORIZONTE
RUA,DOS MESCARELOS,SANTA MONICA,BELO HORIZONTE
RUA,MESQUITA,CARLOS PRATES,BELO HORIZONTE
RUA,MESSIAS COUTINHO,CEU AZUL,BELO HORIZONTE
RUA,MESSIAS JANUARIO,MINASCAIXA,BELO HORIZONTE
RUA,MESSINA,BANDEIRANTES (PAMPULHA),BELO HORIZONTE
RUA,MESTRE CAETANO,NAZARE,BELO HORIZONTE
RUA,MESTRE JOAO,TAQUARIL,BELO HORIZONTE
RUA,MESTRE LUCAS,CRUZEIRO,BELO HORIZONTE
RUA,MESTRE LUIS,SAO PEDRO,BELO HORIZONTE
PRACA,MESTRE LUIZ,SAO JOAO BATISTA (VENDA NOVA),BELO HORIZONTE
RUA,MESTRE VALENTIM,TUPI B,BELO HORIZONTE
RUA,METALIG,DAS INDUSTRIAS II,BELO HORIZONTE
BECO,DO METRO,SAO GABRIEL,BELO HORIZONTE
RUA,METROPOLE,EYMARD,BELO HORIZONTE
PRACA,MEXICO,CONCORDIA,BELO HORIZONTE
RODOVIA,MG-020,TUPI B,BELO HORIZONTE
RODOVIA,MG-5,GOIANIA,BELO HORIZONTE
RODOVIA,MG-5,IPE,BELO HORIZONTE
RUA,MICA,SAO LUCAS,BELO HORIZONTE
RUA,MICHEL GARIB,MINASCAIXA,BELO HORIZONTE
RUA,MICHEL JEHA,SAO BENTO,BELO HORIZONTE
RUA,MIGUEL ABRAS,SERRA,BELO HORIZONTE
RUA,MIGUEL AMORIM,NOVA CINTRA,BELO HORIZONTE
RUA,MIGUEL ANGELO,GLORIA,BELO HORIZONTE
PRACA,MIGUEL ARCANJO PARREIRAS,SAO MARCOS,BELO HORIZONTE
RUA,MIGUEL AUGUSTO DA SILVA,SAO JOAO BATISTA (VENDA NOVA),BELO HORIZONTE
PRACA,MIGUEL CHQUILOFF,SION,BELO HORIZONTE
RUA,MIGUEL GENTIL,GAMELEIRA,BELO HORIZONTE
RUA,MIGUEL GOMES DA COSTA,MANTIQUEIRA,BELO HORIZONTE
RUA,MIGUEL LONGO,PALMEIRAS,BELO HORIZONTE
RUA,MIGUEL MENDONCA,SANTA MONICA,BELO HORIZONTE
RUA,MIGUEL NASCIMENTO,COQUEIROS,BELO HORIZONTE
RUA,MIGUEL PEDRO CHALUP,ESTORIL,BELO HORIZONTE
RUA,MIGUEL PEREIRA,BOA VISTA,BELO HORIZONTE
AVE,MIGUEL PERRELA,CASTELO,BELO HORIZONTE
RUA,MIGUEL PEREIRA DE LACERDA,GOIANIA,BELO HORIZONTE
RUA,MIGUEL PINTO CUNHA,SANTO ANDRE,BELO HORIZONTE
RUA,MIKHAIL NIME SAFAR,HELIOPOLIS,BELO HORIZONTE
RUA,MILAGRE,MORRO DAS PEDRAS,BELO HORIZONTE
BECO,DOS MILAGRES,LEONINA,BELO HORIZONTE
BECO,MILIONARIOS,JARDIM LEBLON,BELO HORIZONTE
PRACA,MILTON CAMPOS,SERRA,BELO HORIZONTE
RUA,MILTON DIAS,JARDIM VITORIA,BELO HORIZONTE
RUA,MILTON PALMEIRA DE CASTRO,SERRA VERDE (VENDA NOVA),BELO HORIZONTE
RUA,MILTON SOUZA LOPES,CONJUNTO TUNEL IBIRITE (BARREIRO),BELO HORIZONTE
RUA,MILTON VIEIRA CHAVES,NOVO DAS INDUSTRIAS (BARREIRO),BELO HORIZONTE
RUA,MILTON VIEIRA PINTO,CIDADE NOVA,BELO HORIZONTE
RUA,DA MINA,CABANA,BELO HORIZONTE
RUA,MINAS DE PRATA,CONJUNTO ADEMAR MALDONADO (BARREIRO),BELO HORIZONTE
AVE,MINAS GERAIS,SAO FRANCISCO,BELO HORIZONTE
RUA,MINAS NOVAS,CRUZEIRO,BELO HORIZONTE
RUA,MINASGAS,BETANIA,BELO HORIZONTE
RUA,MINDURI,SANTA INES,BELO HORIZONTE
BECO,DA MINEIRA,SAO GABRIEL,BELO HORIZONTE
RUA,MINERVA,ADELAIDE,BELO HORIZONTE
PRACA,MINERVA,WASHINGTON PIRES (BARREIRO),BELO HORIZONTE
BECO,MINERVINA,NOSSA SENHORA DE FATIMA,BELO HORIZONTE
RUA,MINERVINA EUGENIA DE SOUZA,BETANIA,BELO HORIZONTE
RUA,MISTERIOS DA TIJUCA,CONJUNTO ADEMAR MALDONADO (BARREIRO),BELO HORIZONTE
RUA,MINISTRO ALFREDO VALLADAO,MANGABEIRAS,BELO HORIZONTE
RUA,MINISTRO BILAC PINTO,PENHA,BELO HORIZONTE
RUA,MINISTRO GUSTAVO CAPANEMA,SAO SEBASTIAO,BELO HORIZONTE
RUA,MINISTRO JORGE VARGAS,CASTELO,BELO HORIZONTE
RUA,MINISTRO OLIVEIRA SALAZAR,SANTA MONICA,BELO HORIZONTE
RUA,MINISTRO OLIVEIRA SALAZAR,SANTA MONICA,BELO HORIZONTE
RUA,MINISTRO OSVALDO ARANHA,LAJEDO,BELO HORIZONTE
RUA,MINISTRO VILAS BOAS,MANGABEIRAS,BELO HORIZONTE
RUA,MINUETO,CONJUNTO HELENA ANTIPOFF,BELO HORIZONTE
RUA,MIOSOTIS,LINDEIA (BARREIRO),BELO HORIZONTE
RUA,MIOSOTIS,SANTO ANDRE,BELO HORIZONTE
RUA,B,MARAJO,BELO HORIZONTE
RUA,MIQUERINOS,VISTA ALEGRE,BELO HORIZONTE
RUA,MIRABELA,SANTA INES,BELO HORIZONTE
RUA,MIRACEMA,SANTO ANDRE,BELO HORIZONTE
RUA,MIRACEMA DO NORTE,RIBEIRO DE ABREU,BELO HORIZONTE
RUA,MIRADOURO,SION,BELO HORIZONTE
PRACA,MIRAFLORES,MONSENHOR MESSIAS,BELO HORIZONTE
RUA,MIRAI,SANTO ANDRE,BELO HORIZONTE
RUA,MIRALAGO,OURO PRETO,BELO HORIZONTE
RUA,MIRAMAR,JARAGUA,BELO HORIZONTE
RUA,MIRAMAR,RIBEIRO DE ABREU,BELO HORIZONTE
RUA,MIRANDA RIBEIRO,VILA PARIS,BELO HORIZONTE
BECO,DOS MIRANDAS,SAO JORGE,BELO HORIZONTE
RUA,DO MIRANTE,MANGABEIRAS,BELO HORIZONTE
RUA,MIRANTE,BOA VISTA,BELO HORIZONTE
PRACA,MIRASSOL,ADELAIDE,BELO HORIZONTE
RUA,MIRIAN WANDERLEY LARA,DONA CLARA,BELO HORIZONTE
RUA,DAS MISSOES,VENDA NOVA,BELO HORIZONTE
BECO,MOACIR,MORRO DAS PEDRAS,BELO HORIZONTE
RUA,MOACYR JOSE BERNARDES,BURITIS,BELO HORIZONTE
RUA,MOACIR JOSE BITAR,MINASCAIXA,BELO HORIZONTE
RUA,MOACYR JUNQUEIRA,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,MOACYR JUSTINO,CARDOSO (BARREIRO),BELO HORIZONTE
BECO,MOCA BONITA,VILA BARRAGEM SANTA LUCIA,BELO HORIZONTE
RUA,MOCAMBIQUE,CANAA,BELO HORIZONTE
RUA,OITO,ITAIPU (BARREIRO),BELO HORIZONTE
RUA,MOCOCA,NOVA VISTA,BELO HORIZONTE
RUA,MODELO,MARIA VIRGINIA,BELO HORIZONTE
RUA,MODELO,SUZANA,BELO HORIZONTE
RUA,MODESTINA DE SOUZA,VISTA ALEGRE,BELO HORIZONTE
RUA,MODESTINO FRANCA,PALMEIRAS,BELO HORIZONTE
RUA,MODESTINO GONCALVES,NOVA VISTA,BELO HORIZONTE
RUA,MODESTINO ROCHA,NOVA CACHOEIRINHA,BELO HORIZONTE
PRACA,MODESTINO SALES BARBOSA,FLAVIO MARQUES LISBOA (BARREIRO),BELO HORIZONTE
RUA,MODESTO CANDIOTTO,MONTE AZUL,BELO HORIZONTE
RUA,MODINHA,CONJUNTO HELENA ANTIPOFF,BELO HORIZONTE
RUA,MOEDA,SANTA INES,BELO HORIZONTE
RUA,MOGI DAS CRUZES,PIRATININGA (VENDA NOVA),BELO HORIZONTE
RUA,MOGNO,NOVA GAMELEIRA,BELO HORIZONTE
RUA,MOGOARI,SAO GERALDO,BELO HORIZONTE
PRACA,MOHAMED V,OURO PRETO,BELO HORIZONTE
RUA,DOS MOICANOS,OLHOS D'AGUA,BELO HORIZONTE
RUA,DOS MOICANOS,SANTA MONICA,BELO HORIZONTE
RUA,MOISES,GLORIA,BELO HORIZONTE
RUA,MOISES KALIL,BURITIS,BELO HORIZONTE
RUA,MOJU,SAO GERALDO,BELO HORIZONTE
RUA,MARIA MOLINARI ROCHA,TUPI B,BELO HORIZONTE
RUA,MOMBACA,SAO GABRIEL,BELO HORIZONTE
RUA,DOS MONDES,SANTA MONICA,BELO HORIZONTE
RUA,MONDOVI,BANDEIRANTES (PAMPULHA),BELO HORIZONTE
RUA,MONICA DE FARIA,MANTIQUEIRA,BELO HORIZONTE
RUA,MONLEVADE,CACHOEIRINHA,BELO HORIZONTE
RUA,MONSENHOR ARTUR DE OLIVEIRA,GOIANIA,BELO HORIZONTE
RUA,MONSENHOR DOMINGOS PINHEIRO,CALAFATE,BELO HORIZONTE
RUA,MONSENHOR JOAO MARTINHO,SANTA TERESA,BELO HORIZONTE
RUA,MONSENHOR JOAO RODRIGUES,MADRE GERTRUDES,BELO HORIZONTE
RUA,MONSENHOR JOSE COELHO,SAO JOAO BATISTA (VENDA NOVA),BELO HORIZONTE
RUA,MONSENHOR MESSIAS,PROVIDENCIA,BELO HORIZONTE
RUA,MONSENHOR NEGROMONTE,PLANALTO,BELO HORIZONTE
RUA,MONSENHOR NOGUEIRA DUARTE,SANTA TEREZINHA,BELO HORIZONTE
RUA,MONSENHOR PAULO,VISTA ALEGRE,BELO HORIZONTE
RUA,MONSENHOR PAULO BRASIL,CABANA,BELO HORIZONTE
RUA,MONSENHOR PINHEIRO,NOVO GLORIA,BELO HORIZONTE
RUA,MONTALVANIA,SANTA INES,BELO HORIZONTE
RUA,MONTANA,SAO SALVADOR,BELO HORIZONTE
RUA,MONTE ALEGRE,SERRA,BELO HORIZONTE
RUA,MONTE ALVERNE,FLORESTA,BELO HORIZONTE
RUA,MONTE ALVERNE,SANTA MONICA,BELO HORIZONTE
RUA,MONTE ALVERNE,MINASLANDIA (P MAIO),BELO HORIZONTE
RUA,MONTE ARARAT,RIBEIRO DE ABREU,BELO HORIZONTE
RUA,MONTE AZUL,MANGABEIRAS,BELO HORIZONTE
RUA,MONTE AZUL,CONJUNTO TAQUARIL,BELO HORIZONTE
RUA,MONTE BRANCO,NOVA SUISSA,BELO HORIZONTE
RUA,MONTE CARMELO,FLORESTA,BELO HORIZONTE
RUA,MONTE CASSINO,SANTA BRANCA,BELO HORIZONTE
RUA,PROFESSOR GUILHERME LAGE,MINASLANDIA (P MAIO),BELO HORIZONTE
RUA,MONTE CASTELO,SANTA EFIGENIA,BELO HORIZONTE
RUA,KLAUSS VIANNA,MINASLANDIA (P MAIO),BELO HORIZONTE
RUA,MONTE CASTELO,VILA OESTE,BELO HORIZONTE
RUA,MONTE CASTELO,CONJUNTO TAQUARIL,BELO HORIZONTE
RUA,MONTE CASTELO,ITAPOA,BELO HORIZONTE
RUA,MONTE CASTELO,SANTA BRANCA,BELO HORIZONTE
RUA,CONDE DE MONTE CRISTO,IPIRANGA,BELO HORIZONTE
RUA,MONTE DAS OLIVEIRAS,OLARIA (BARREIRO),BELO HORIZONTE
RUA,MONTE GILGAL,RIBEIRO DE ABREU,BELO HORIZONTE
RUA,MONTE HERMON,RIBEIRO DE ABREU,BELO HORIZONTE
RUA,MONTE HOREBE,RIBEIRO DE ABREU,BELO HORIZONTE
RUA,MONTE MORIA,RIBEIRO DE ABREU,BELO HORIZONTE
RUA,MONTE NEGRO,PRADO,BELO HORIZONTE
RUA,MONTE NEGRO,CONJUNTO TAQUARIL,BELO HORIZONTE
RUA,MONTE PASCOAL,SANTA CRUZ,BELO HORIZONTE
RUA,MONTE RASO,JARDIM ATLANTICO,BELO HORIZONTE
RUA,MONTE REI,PRIMEIRO DE MAIO,BELO HORIZONTE
RUA,MONTE SANTO,CARLOS PRATES,BELO HORIZONTE
RUA,MONTE SIAO,SERRA,BELO HORIZONTE
BECO,MONTE SIAO,SERRA,BELO HORIZONTE
RUA,MONTE SILVESTRE,MINASLANDIA (P MAIO),BELO HORIZONTE
RUA,MONTE SIMPLON,CALAFATE,BELO HORIZONTE
RUA,MONTE SIMPLON,NOVA SUISSA,BELO HORIZONTE
RUA,MONTE SION,RIBEIRO DE ABREU,BELO HORIZONTE
RUA,MONTE VERDE,SAO SALVADOR,BELO HORIZONTE
RUA,MONTE VIRGINIA,MINASLANDIA (P MAIO),BELO HORIZONTE
RUA,MONTEIRO LOBATO,CINQUENTENARIO,BELO HORIZONTE
RUA,MONTEIRO LOBATO,OURO PRETO,BELO HORIZONTE
RUA,MONTEIRO PALOMA,GOIANIA,BELO HORIZONTE
RUA,MONTES CLAROS,CARMO,BELO HORIZONTE
RUA,MONTES CLAROS,JAQUELINE,BELO HORIZONTE
BECO,MONTES CLAROS UM,VILA BARRAGEM SANTA LUCIA,BELO HORIZONTE
RUA,MONTESE,ITAPOA,BELO HORIZONTE
RUA,MONTESE,SANTA BRANCA,BELO HORIZONTE
RUA,MONTEVIDEU,SION,BELO HORIZONTE
RUA,MORADA NOVA,SION,BELO HORIZONTE
RUA,DOS MORANGOS,VILA CLORIS,BELO HORIZONTE
RUA,MOREIRA,PIRAJA,BELO HORIZONTE
RUA,MOREIRA DIAS,ALVARO CAMARGOS,BELO HORIZONTE
RUA,MOREIRA PINTO,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,MORGANITA,CANDELARIA,BELO HORIZONTE
RUA,MORRINHOS,CASA BRANCA,BELO HORIZONTE
RUA,MORRO DA GRACA,JARDIM MONTANHES,BELO HORIZONTE
RUA,MORRO DAS PEDRAS,DOM SILVERIO,BELO HORIZONTE
RUA,MORRO DE SAO PAULO,SANTA CRUZ,BELO HORIZONTE
RUA,MORRO DO PILAR,SANTA CRUZ,BELO HORIZONTE
RUA,MORSE BELEM TEIXEIRA,SAO LUIZ,BELO HORIZONTE
RUA,MORUMBI,ITAIPU (BARREIRO),BELO HORIZONTE
RUA,MORUNGABA,MARILANDIA JATOBA (BARREIRO),BELO HORIZONTE
RUA,MOSAICO,SANTA MONICA,BELO HORIZONTE
RUA,MOSSORO,NOVA FLORESTA,BELO HORIZONTE
RUA,DO MOSTEIRO,VILA PARIS,BELO HORIZONTE
RUA,LEANDRO THADEU MOTOQUEIRO,FLORAMAR,BELO HORIZONTE
RUA,DOS MOTORISTAS,SANTA CECILIA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
RUA,MOURA COSTA,PLANALTO,BELO HORIZONTE
RUA,MOYSES KALIL,SANTA EFIGENIA,BELO HORIZONTE
RUA,MOZART BICALHO,OURO PRETO,BELO HORIZONTE
RUA,MUCURI,FLORESTA,BELO HORIZONTE
RUA,MUCURICI,COQUEIROS,BELO HORIZONTE
RUA,MUNHOZ,SANTA ROSA,BELO HORIZONTE
RUA,MUNICIPAL,FLAVIO MARQUES LISBOA (BARREIRO),BELO HORIZONTE
PRACA,MUQUI,RENASCENCA,BELO HORIZONTE
RUA,MUQUICABA,PINDORAMA,BELO HORIZONTE
ALAMEDA,MURICI,DOM CABRAL,BELO HORIZONTE
BECO,DO MURILO,SANTO ANDRE,BELO HORIZONTE
RUA,MURILO PINTO DA SILVA,SALGADO FILHO,BELO HORIZONTE
RUA,MURILO RUBIAO,NOSSA SENHORA DE FATIMA,BELO HORIZONTE
RUA,MUSAS,SANTA LUCIA,BELO HORIZONTE
PRACA,MUSEU HISTORICO,CIDADE JARDIM,BELO HORIZONTE
RUA,MUSICAL,VILA SANTANA DO CAFEZAL,BELO HORIZONTE
RUA,MUTUM,PADRE EUSTAQUIO,BELO HORIZONTE
RUA,MUZAMBINHO,CRUZEIRO,BELO HORIZONTE
RUA,MUZAMBINHO,SERRA,BELO HORIZONTE
RUA,N,MARAJO,BELO HORIZONTE
BECO,N,CABANA,BELO HORIZONTE
RUA,N,CONJUNTO MINASCAIXA,BELO HORIZONTE
RUA,CLEMENCA GONCALVES DIAS,CASTANHEIRA II VALE DO JATOBA (BARREIRO),BELO HORIZONTE
RUA,N,DIAMANTE (BARREIRO),BELO HORIZONTE
RUA,IRENA SENDLER,CONJUNTO CONFISCO,BELO HORIZONTE
RUA,N,VILA PINHO VALE DO JATOBA (BARREIRO),BELO HORIZONTE
RUA,SILVIO DE MARCO,CONJUNTO PAULO VI,BELO HORIZONTE
RUA,BUENO SIQUEIRA,UNIVERSITARIO,BELO HORIZONTE
RUA,NACIONAL,CONJUNTO TAQUARIL,BELO HORIZONTE
RUA,OLIVEIRA FIGUEIREDO,MARIA VIRGINIA,BELO HORIZONTE
RUA,NACIP RAYDAN,RIO BRANCO,BELO HORIZONTE
RUA,NACOES UNIDAS,MIRAMAR (BARREIRO),BELO HORIZONTE
RUA,NACYR DE OLIVEIRA,TEIXEIRA DIAS (BARREIRO),BELO HORIZONTE
RUA,NADIR,CAICARAS,BELO HORIZONTE
RUA,NAGIB JEHA,MANGABEIRAS,BELO HORIZONTE
RUA,NAIR,FERNAO DIAS,BELO HORIZONTE
RUA,NAIR DUARTE DE BARROS,FERNAO DIAS,BELO HORIZONTE
RUA,NAIR MELLO,TUPI A,BELO HORIZONTE
PRACA,NAIR VILLELA RABELLO,OURO PRETO,BELO HORIZONTE
RUA,DOS NAMORADOS,MARIA GORETTI,BELO HORIZONTE
RUA,NANA,MILIONARIOS (BARREIRO),BELO HORIZONTE
RUA,NANUQUE,SANTA EFIGENIA,BELO HORIZONTE
RUA,NAPOLEAO LAUREANO,FLORESTA,BELO HORIZONTE
RUA,DAS NARCEJAS,VILA CLORIS,BELO HORIZONTE
RUA,NARCISA PEREIRA,CONJUNTO JATOBA (BARREIRO),BELO HORIZONTE
RUA,NARCISIO TEIXEIRA ABREU,CEU AZUL,BELO HORIZONTE
RUA,NARCISO,ALTO DOS PINHEIROS,BELO HORIZONTE
RUA,NARCISO COELHO,JARDIM MONTANHES,BELO HORIZONTE
BECO,SOL NASCENTE,VILA BARRAGEM SANTA LUCIA,BELO HORIZONTE
RUA,NASCIMENTO,FLAVIO MARQUES LISBOA (BARREIRO),BELO HORIZONTE
RUA,NASCIMENTO MACHADO,UNIVERSITARIO,BELO HORIZONTE
RUA,NASCIP LAKTIN,SANTA CRUZ,BELO HORIZONTE
RUA,NATAL,SANTO ANDRE,BELO HORIZONTE
RUA,NATALIA,FLAVIO MARQUES LISBOA (BARREIRO),BELO HORIZONTE
RUA,NATALICIO DE ARAUJO SILVA,MANTIQUEIRA,BELO HORIZONTE
RUA,NATERCIA,SANTA INES,BELO HORIZONTE
RUA,NAVAJOS,SANTA MONICA,BELO HORIZONTE
AVE,DOS NAVEGANTES,CEU AZUL,BELO HORIZONTE
RUA,NAZARET,SANTA LUCIA,BELO HORIZONTE
RUA,NAZARE,CONJUNTO TAQUARIL,BELO HORIZONTE
RUA,NAZARE,OLARIA (BARREIRO),BELO HORIZONTE
RUA,NAZARENO,CAICARAS,BELO HORIZONTE
RUA,NAZARENO ALTAVILLA,CIDADE JARDIM TAQUARIL,BELO HORIZONTE
RUA,NECESIO MACHADO DA SILVA,CONJUNTO ADEMAR MALDONADO (BARREIRO),BELO HORIZONTE
RUA,NEBAGIL DE CARVALHO,FREI LEOPOLDO,BELO HORIZONTE
RUA,NEIDE,FERNAO DIAS,BELO HORIZONTE
RUA,NELCI VERA ADAM,ITAIPU (BARREIRO),BELO HORIZONTE
RUA,NELCY JOSE DE LIMA,JAQUELINE,BELO HORIZONTE
RUA,NELIA,SAO TOMAZ,BELO HORIZONTE
RUA,NELITA SALERMO PENIDO,SAO JOAO BATISTA (VENDA NOVA),BELO HORIZONTE
RUA,NELLY PARISH,LINDEIA (BARREIRO),BELO HORIZONTE
RUA,NELMA CRISTINA,DOM SILVERIO,BELO HORIZONTE
RUA,NELSON,UNIAO,BELO HORIZONTE
RUA,NELSON,UNIAO,BELO HORIZONTE
PRACA,ENGENHEIRO NELSON CESAR,NOVA SUISSA,BELO HORIZONTE
RUA,NELSON CLAYTON LINON,SANTA HELENA (BARREIRO),BELO HORIZONTE
RUA,NELSON DE SENNA,CINQUENTENARIO,BELO HORIZONTE
RUA,NELSON GONCALVES COSTA,LAGOA,BELO HORIZONTE
RUA,NELSON HUNGRIA,TUPI A,BELO HORIZONTE
RUA,NELSON JOSE DE ALMEIDA,LAGOA,BELO HORIZONTE
RUA,NELSON LEMOS DE CARVALHO,PALMARES,BELO HORIZONTE
RUA,NELSON MARTINS SANTANA,LAGOA,BELO HORIZONTE
RUA,NELSON MYRRHA,JAQUELINE,BELO HORIZONTE
RUA,NELSON REIS,ESPLANADA,BELO HORIZONTE
RUA,NELSON RODRIGUES,NOSSA SENHORA DE FATIMA,BELO HORIZONTE
PRACA,NELSON SANT'ANA DE JESUS,UNIVERSITARIO,BELO HORIZONTE
RUA,NELSON SOARES,DOM BOSCO,BELO HORIZONTE
RUA,NELSON SOARES DE FARIA,CIDADE NOVA,BELO HORIZONTE
RUA,NENE DUARTE SENNA,NOVO GLORIA,BELO HORIZONTE
AVE,NENEM LARA ROCHA,SERRA VERDE (VENDA NOVA),BELO HORIZONTE
RUA,NEPAL,BETANIA,BELO HORIZONTE
RUA,NEPENTE,LINDEIA (BARREIRO),BELO HORIZONTE
RUA,NESTOR PALHARES,SERRA VERDE (VENDA NOVA),BELO HORIZONTE
RUA,NESTOR SOARES DE MELO,PALMARES,BELO HORIZONTE
RUA,NESTOR VERAS,SERRA VERDE (VENDA NOVA),BELO HORIZONTE
RUA,NESTOR VILELA LIMA,BRAUNAS,BELO HORIZONTE
RUA,NETUNO,SANTA LUCIA,BELO HORIZONTE
RUA,NETUNO,PARQUE SAO PEDRO (VENDA NOVA),BELO HORIZONTE
RUA,NEVADA,CALIFORNIA,BELO HORIZONTE
RUA,NEWTON,SANTA LUCIA,BELO HORIZONTE
RUA,NEWTON ALVES FERREIRA,PRIMEIRO DE MAIO,BELO HORIZONTE
RUA,NEWTON BONIFACIO COSTA,TIROL (BARREIRO),BELO HORIZONTE
RUA,NEWTON BARBOSA,ALTO DOS PINHEIROS,BELO HORIZONTE
RUA,NEWTON DA COSTA SILVEIRA,RIO BRANCO,BELO HORIZONTE
RUA,NEWTON PEREIRA,PLANALTO,BELO HORIZONTE
RUA,NEY LAMBERT,BELVEDERE,BELO HORIZONTE
RUA,NEY WERNECK,JARDIM ALVORADA,BELO HORIZONTE
RUA,NHA CHICA,CINQUENTENARIO,BELO HORIZONTE
RUA,DOS NAMBIQUARAS,SANTA MONICA,BELO HORIZONTE
RUA,NHANDUTI,CAICARAS,BELO HORIZONTE
RUA,NHAZINA DE ALMEIDA,MONTE AZUL,BELO HORIZONTE
RUA,NIAGARA,TREVO,BELO HORIZONTE
RUA,NIASSA,NOVO GLORIA,BELO HORIZONTE
RUA,NICANOR CARVALHO,ALVARO CAMARGOS,BELO HORIZONTE
RUA,NICARAGUA,SION,BELO HORIZONTE
RUA,NICIAS CONTINENTINO,NOVA GAMELEIRA,BELO HORIZONTE
RUA,NICOLA COSTA,SANTA AMELIA,BELO HORIZONTE
RUA,NICOLAU COELHO,TAQUARIL,BELO HORIZONTE
RUA,DONA NICOLINA LIMA,HAVAI,BELO HORIZONTE
RUA,NICOLINA PACHECO,MARIA VIRGINIA,BELO HORIZONTE
RUA,NIGERIA,CANAA,BELO HORIZONTE
RUA,NILO,SAO SALVADOR,BELO HORIZONTE
RUA,NILO ANTONIO GAZIRE,ESTORIL,BELO HORIZONTE
RUA,NILO APARECIDA PINTO,PLANALTO,BELO HORIZONTE
RUA,HILO ESTEVAM DE ANDRADE,JARDIM ALVORADA,BELO HORIZONTE
PRACA,NILO PECANHA,SAGRADA FAMILIA,BELO HORIZONTE
RUA,NILO PECANHA,BOA VISTA,BELO HORIZONTE
RUA,NILOPOLIS,OLHOS D'AGUA,BELO HORIZONTE
RUA,NILSE ALVES DA SILVA,DOM SILVERIO,BELO HORIZONTE
RUA,NILZA MARIA CARVALHO,MANTIQUEIRA,BELO HORIZONTE
RUA,NINA SANZI,CALAFATE,BELO HORIZONTE
RUA,NINFA,ITAIPU (BARREIRO),BELO HORIZONTE
RUA,NIOBIO,CAMARGOS,BELO HORIZONTE
RUA,NIQUEL,SERRA,BELO HORIZONTE
RUA,NIQUELINA,SANTA EFIGENIA,BELO HORIZONTE
RUA,NIQUELINA,SANTA EFIGENIA,BELO HORIZONTE
RUA,NISIO BATISTA DE OLIVEIRA,SAO LUCAS,BELO HORIZONTE
RUA,NITEROI,SANTA EFIGENIA,BELO HORIZONTE
RUA,NIVALDO CORREIA,JARAGUA,BELO HORIZONTE
RUA,NIZIO TORRES,OURO PRETO,BELO HORIZONTE
RUA,NOEL ROSA,SANTA BRANCA,BELO HORIZONTE
RUA,NOGUEIRA DA GAMA,ALTO DOS PINHEIROS,BELO HORIZONTE
RUA,NORALDINO LIMA,AEROPORTO,BELO HORIZONTE
RUA,NORBERTO AUGUSTO ARAUJO,MINASCAIXA,BELO HORIZONTE
RUA,NORICO FURTADO DA SILVA,LETICIA,BELO HORIZONTE
RUA,NORITA,SANTA TERESA,BELO HORIZONTE
RUA,NORMA,PIRATININGA (VENDA NOVA),BELO HORIZONTE
RUA,NORMA GUILHERMINA DA SILVA,JARDIM GUANABARA,BELO HORIZONTE
RUA,NORONHA GUARANI,BARREIRO,BELO HORIZONTE
RUA,NORTE,SANTA BRANCA,BELO HORIZONTE
RUA,NORTE AMERICA,MARIA VIRGINIA,BELO HORIZONTE
RUA,ROGERIO COUTINHO ARRUDA,MARIA HELENA,BELO HORIZONTE
RUA,NORTE DE MINAS,SANTA AMELIA,BELO HORIZONTE
RUA,NORUEGA,EUROPA,BELO HORIZONTE
RUA,NOSSA SENHORA APARECIDA,ALVARO CAMARGOS,BELO HORIZONTE
RUA,NOSSA SENHORA APARECIDA,CABANA,BELO HORIZONTE
PRACA,NOSSA SENHORA APARECIDA,MILIONARIOS (BARREIRO),BELO HORIZONTE
RUA,NOSSA SENHORA APARECIDA,BETANIA,BELO HORIZONTE
RUA,NOSSA SENHORA APARECIDA,PALMEIRAS,BELO HORIZONTE
BECO,NOSSA SENHORA APARECIDA,VILA ANTENA,BELO HORIZONTE
BECO,NOSSA SENHORA APARECIDA,SANTO ANDRE,BELO HORIZONTE
RUA,NOSSA SENHORA APARECIDA,DIAMANTE (BARREIRO),BELO HORIZONTE
BECO,NOSSA SENHORA APARECIDA,MINASLANDIA (P MAIO),BELO HORIZONTE
BECO,NOSSA SENHORA APARECIDA,JARDIM LEBLON,BELO HORIZONTE
RUA,NOSSA SENHORA AUXILIADORA,SAO GABRIEL,BELO HORIZONTE
RUA,NOSSA SENHORA DA D'AJUDA,HORTO FLORESTAL,BELO HORIZONTE
RUA,SENHORA DA BOA VIAGEM,OURO MINAS,BELO HORIZONTE
PRACA,NOSSA SENHORA DA CONCEICAO,CASA BRANCA,BELO HORIZONTE
RUA,SENHORA DA CONCEICAO,CACHOEIRINHA,BELO HORIZONTE
BECO,NOSSA SENHORA DA CONCEICAO,SERRA,BELO HORIZONTE
PRACA,NOSSA SENHORA DA CONCEICAO,LAGOINHA,BELO HORIZONTE
